term,count
333.7206,2
333.72092,2
333.720951,2
333.75097286,2
333.7516096724,2
333.7932,2
333.7940941,2
333.823311094,2
333.9100285,2
333.915,2
333.9164,2
333.917,2
333.95416,2
3338,2
334.2,2
3346,2
335.009,2
335.0092,2
335.01,2
335.0944,2
335.40924,2
335.42,2
335.430947,2
335.44,2
3351,2
3354,2
336.02,2
336.09385,2
336.137,2
336.200,2
336.2001,2
336.2009,2
336.206,2
336.207,2
336.20944,2
336.2783337,2
336.343,2
336.395,2
336.4,2
336.8,2
336373,2
337.09,2
337.0942,2
337.3,2
337.4059,2
337.4104,2
337.5105,2
337.7304,2
337.81,2
337.9,2
3371,2
3378,2
338.0029,2
338.04092,2
338.06,2
338.09172,2
338.091724,2
338.0942,2
338.0947,2
338.09713,2
338.10937,2
338.10959,2
338.17351,2
338.17498,2
338.181,2
338.27280947,2
338.3727,2
338.3727094,2
338.4068,2
338.4094,2
338.43,2
338.47,2
338.47370973,2
338.4765887,2
338.4766342,2
338.476686,2
338.476696,2
338.4778,2
338.50285,2
338.50973,2
338.53,2
338.6048,2
338.60947,2
338.7095,2
338.72,2
338.74,2
338.883,2
338.900184,2
338.91072,2
338.91096,2
338.914,2
338.945,2
338.9497,2
338.9519,2
338.9597,2
338.9611,2
338.9667,2
338.96761,2
338.96782,2
338.9729,2
338.97291,2
338.9866,2
339.01,2
339.094,2
339.1,2
339.209177,2
339.20973,2
339.41,2
339.4207,2
339.43,2
339.46,2
339.46091724,2
3393,2
340.0285,2
340.068,2
340.07,2
340.114,2
340.19,2
340.3,2
340.535,2
340.538,2
340.5422,2
340.59092,2
340.81,2
340.90942,2
3402,2
3408,2
3409031,2
341.04,2
341.058,2
341.072,2
341.115,2
341.209,2
341.242226,2
341.24224,2
341.29,2
341.39,2
341.40945,2
341.41,2
341.442,2
341.552,2
341.58,2
341.582,2
341.59,2
341.609,2
341.66,2
341.68,2
341.72,2
341.734,2
341.762,2
341.763,2
342.023,2
342.0878,2
342.1,2
342.2,2
342.24042,2
342.2406,2
342.240662,2
342.242,2
342.285,2
342.3708,2
342.387,2
342.39946,2
342.3999,2
342.4083,2
342.4102,2
342.417,2
342.4306,2
342.43085,2
342.4309,2
342.437,2
342.44209,2
342.446,2
342.45,2
342.4702,2
342.49308,2
342.55,2
342.561,2
342.608,2
342.669,2
342.6802,2
342.682,2
342.71,2
342.730852,2
342.732,2
342.733,2
342.75,2
342.8,2
342.83,2
3425,2
343.01,2
343.032,2
343.0526,2
343.05267,2
343.071,2
343.0786606,2
343.0870261,2
343.0965,2
343.2403,2
343.24032,2
343.2404,2
343.24087,2
343.240999,2
343.3,2
343.38,2
343.405,2
343.407,2
343.4105,2
343.4109944,2
343.410999,2
343.42,2
343.4305,2
343.4409,2
343.49204,2
343.49205,2
343.49304,2
343.5,2
343.702,2
343.706434,2
343.73052,2
343.7307,2
343.94,2
344.012,2
344.0283,2
344.0285,2
344.0372,2
344.04197,2
344.044,2
344.071,2
344.095,2
344.1034,2
344.103402632,2
344.1106166,2
344.200924,2
344.2026,2
344.2405,2
344.300331,2
344.30399,2
344.303998,2
344.30410269,2
344.403,2
344.4033,2
344.40372,2
344.4046,2
344.405268,2
344.42,2
344.4202,2
344.4301,2
344.602,2
344.68,2
344.7,2
344.7101,2
344.7303,2
344.92034,2
344.921,2
344.93034,2
344.94026,2
344.940399,2
345.02323,2
345.0235,2
345.0268,2
345.03,2
345.05046,2
345.1026,2
345.3,2
345.38,2
345.405,2
345.41052,2
345.4500904,2
345.495,2
345.67571,2
345.68,2
345.7291,2
345.82,2
34514,2
346.009,2
346.0134,2
346.0172,2
346.0301,2
346.036,2
346.04691,2
346.054,2
346.059,2
346.06,2
346.06626,2
346.072,2
346.08,2
346.0820943,2
346.0820944,2
346.09205,2
346.24022,2
346.2403,2
346.2404679,2
346.240484,2
346.24066,2
346.2406626,2
346.24082,2
346.2409,2
346.3704,2
346.4015,2
346.40484,2
346.407,2
346.4077,2
346.41015,2
346.4103,2
346.41048,2
346.410922,2
346.420432,2
346.4204348,2
346.4205,2
346.42066,2
346.420682,2
346.4207,2
346.42570432,2
346.43066,2
346.4401,2
346.4402,2
346.4403,2
346.4502,2
346.4504,2
346.46,2
346.49202,2
346.492022,2
346.495,2
346.5125,2
346.6,2
346.607,2
346.669,2
346.6902,2
346.711041,2
346.7302,2
346.73078,2
346.802,2
346.8022,2
346.81,2
347.00285,2
347.014,2
347.03,2
347.053,2
347.075,2
347.077,2
347.29105277,2
347.302,2
347.30282,2
347.30285,2
347.3037,2
347.30372,2
347.3044633,2
347.3055,2
347.3063,2
347.3067,2
347.30677,2
347.30735,2
347.35,2
347.4053,2
347.440,2
347.47,2
347.49405,2
347.5,2
347.72,2
347.7286,2
347.895,2
348.205231,2
348.302,2
349.32,2
349.37794,2
349.4039945,2
349.409,2
349.43'32,2
349.45,2
349.4509,2
349.46,2
349.52,2
349.53,2
349.95,2
350.007,2
35043,2
351.01,2
351.072,2
351.10947,2
351.1724,2
351.44,2
351.6,2
351.72,2
351.82,2
351.9,2
352.04202,2
352.044,2
352.073,2
352.11,2
352.3802854678,2
352.8,2
352.88,2
352.94,2
352054,2
352055,2
3521,2
352664,2
3526918,2
353.001,2
353.0072,2
353.0081,2
353.3,2
353.362,2
353.7,2
353.709,2
3533,2
3535,2
354.31,2
354.32,2
354.32001,2
354.37,2
354.38,2
354.420009,2
354.4203,2
354.430071,2
354.44065,2
354.470082,2
354.48506,2
354.492,2
354.6,2
354.62,2
354.678,2
354.710085,2
355.0092,2
355.00932,2
355.00943,2
355.0201,2
355.020947,2
355.021,2
355.02184,2
355.031,2
355.033,2
355.03304,2
355.03354,2
355.0937,2
355.0942,2
355.09493,2
355.140937,2
355.24,2
355.3310941,2
355.47,2
355.48,2
357.12,2
35709015,2
3578,2
3579,2
358.40947,2
35843155,2
35847,2
359.009495,2
359.09492,2
359.1,2
359.9,2
360.6,2
360.944,2
360973,2
361.0021,2
361.32,2
361.4,2
361.53,2
361.6068,2
361.6094,2
361.60941,2
361.60973,2
361.65,2
361.650941,2
361.94,2
361.941,2
361.968,2
3615,2
3616,2
362.1014,2
362.1042,2
362.1072,2
362.1082,2
362.10941,2
362.1096,2
362.110941,2
362.16,2
362.18,2
362.1969792,2
362.196994,2
362.290973,2
362.41,2
362.61,2
362.7086,2
362.70941,2
362.71,2
362.712,2
362.84,2
362.9,2
362.942,2
3623,2
363.12,2
363.1926,2
363.20942,2
363.20944,2
363.20973,2
363.250285,2
363.2503,2
363.250941,2
363.252,2
363.32509,2
363.3250943,2
363.3250945,2
363.3250956,2
363.35,2
363.450972,2
363.50941,2
363.61,2
363.70525,2
363.70526,2
363.7058,2
363.7287,2
363.7392,2
363.80951,2
3632,2
364.028,2
364.0285,2
364.09,2
364.106094,2
364.1323,2
364.137,2
364.14,2
364.1430941,2
364.151,2
364.1523,2
364.15230922,2
364.1532,2
364.162859,2
364.163,2
364.164,2
364.3019,2
364.36082,2
364.65,2
364.66094,2
364.660973,2
364.67,2
364.72,2
364.943,2
364.944,2
365.02341,2
365.661,2
365.943,2
368.009,2
368.1,2
368.38,2
368.43,2
369.1,2
369.42,2
369792,2
370.004,2
370.10942,2
370.10943,2
370.114,2
370.117094,2
370.1170968,2
370.118,2
370.13,2
370.154,2
370.155,2
370.19340941,2
370.19342,2
370.91724,2
370.92,2
370.937,2
370.9415,2
370.95,2
370.952,2
370973,2
371.00943,2
371.01,2
371.07,2
371.077,2
371.1007,2
371.100942,2
371.1022,2
371.17,2
371.190941,2
371.207,2
371.3082,2
371.320973,2
371.33523,2
371.358,2
371.36,2
371.39705,2
371.426,2
371.82694,2
371.82900941,2
371.829094,2
371.90446,2
371.90973,2
371.928,2
3711,2
371100942,2
372.13,2
372.18,2
372.2101,2
372.426,2
372.43,2
372.61,2
372.6521044,2
372.72,2
372.86,2
372.942,2
372.944,2
373.082,2
373.493,2
373.714,2
373.744,2
374.012,2
374.013,2
374.2,2
374.26,2
374.942,2
375.001,2
377.10943,2
377.82,2
377.8273,2
378.0,2
378.0082,2
378.04,2
378.06,2
378.11,2
378.111,2
378.16913,2
378.17,2
378.170281,2
378.199,2
378.4134,2
378.422,2
378.426,2
378.438,2
378.439,2
378.494,2
378.598,2
378.66,2
378.669,2
378.713,2
378.714,2
378.72,2
378.746,2
378.748,2
378.752,2
378.753,2
378.764,2
378.8,2
378.94,2
378120973,2
379.0,2
379.11,2
379.12,2
379.15,2
379.158,2
379.421,2
379.7285,2
379.7471,2
380.16,2
380.3,2
380.8,2
380.956,2
3802,2
38021,2
38061,2
381.082,2
381.0937,2
381.09422,2
381.17,2
381.32,2
381.9393,2
382.0,2
382.02,2
382.09182,2
382.091822,2
382.093705,2
382.09405,2
382.0947,2
382.095,2
382.0973,2
382.22,2
382.3094,2
382.4,2
382.6,2
382.71,2
382.920951,2
3835,2
384.068,2
384.540973,2
384.5443,2
384.555,2
384.81,2
384.93,2
384.931,2
385.09,2
385.0951,2
387.509,2
387.54,2
387.544,2
387.7094,2
387.72,2
387.73,2
388.0932,2
388.10937,2
388.324,2
388.34,2
388.4131,2
390.096,2
39045,2
391.0094409034,2
391.009495,2
391.00951,2
391.2,2
391.2096,2
3913,2
3918,2
392.1,2
392.509681,2
39282421,2
393.1,2
393.109362,2
393.9,2
39317,2
3936,2
393606,2
394.10952,2
394.12,2
394.266,2
394.26946,2
394.7,2
39465,2
396073,2
3975,2
398.09498,2
398.20932,2
398.20945,2
398.209519,2
398.2096861,2
398.210943,2
398.220943,2
398.45,2
398.92103,2
40072,2
401.2,2
401.95,2
4015114,2
4018,2
4022,2
40222,2
4026,2
404.6,2
4054,2
4072,2
4077,2
4082,2
40903,2
409033,2
409045,2
409358,2
40937,2
409394,2
40943,2
40947,2
40954792,2
409561,2
410.188,2
410.28,2
410.71,2
410.82,2
410.943,2
410.944,2
410285,2
4109033,2
4111,2
4114,2
41163,2
4133,2
41373,2
414.0,2
414.03,2
415.0,2
415.0182,2
418.005,2
418.007104,2
418.00785,2
418.0205,2
418.020711,2
418.02072,2
418.0209,2
418.03,2
420.5,2
420.712,2
420.76,2
420.9492,2
4202,2
420425,2
42059,2
420903,2
420947,2
420973,2
421.1,2
421.54,2
421.9,2
4226,2
42285,2
423.09,2
4236,2
427.64,2
428.00711,2
428.0076,2
428.202465,2
428.20973,2
428.4082,2
428.64,2
429.15,2
429.3,2
429.32,2
429.59,2
429.8242,2
429563,2
430.0,2
430.045,2
430.07,2
430.19,2
430.711,2
430.72,2
430.8,2
430.92,2
4301,2
431.52,2
4318,2
432.5,2
433.2,2
4332,2
4335,2
4337,2
4340924,2
4343,2
435.7,2
435.8,2
43613,2
437.41,2
437.42,2
437.9,2
437.9437,2
4371,2
438.0071,2
438.02,2
438.3,2
439.3132,2
439.36016,2
439.365,2
439.367,2
439.368,2
439.45,2
439.504,2
439.65,2
439.6983421,2
439.7014,2
439.7203,2
439.8215,2
439.823,2
439.825,2
439.828242,2
439.8286,2
440.07,2
440.14,2
440.4,2
440.71,2
440.8,2
4402,2
4403,2
440904,2
440951,2
442.4,2
443.1,2
443.3,2
443.31,2
4442,2
447.009,2
447.0903,2
447.26,2
4471,2
448.022,2
448.242,2
448.2421,2
448.5,2
449912,2
450.7,2
450020941,2
45092,2
450952,2
450973,2
45139,2
4515,2
4522,2
453.1,2
4531,2
4536,2
4561,2
4564,2
456753,2
45677,2
457.8,2
458.0231,2
458.1,2
459.09,2
459.93,2
460.01,2
460.7,2
463.47,2
4645,2
4647,2
465.076,2
465.803,2
467.01,2
467.2,2
467.5,2
468.0221,2
468.076,2
468.64,2
469.52,2
469.81,2
469.8242,2
470.71,2
4701,2
4702,2
472.03,2
472.5,2
473.4,2
474,2
4745,2
477.1,2
477.5,2
4772,2
478.0071,2
478.2421,2
478.243931,2
479.082,2
479.12,2
479.309,2
479.386,2
479.52,2
480.071,2
480.3,2
481.5,2
481.6,2
482.03,2
482421,2
4830977311,2
485.9,2
487.333,2
488.2421,2
488.6,2
489.07,2
489213,2
489967,2
490.6,2
491.29,2
491.35,2
491.37,2
491.3701,2
491.435,2
491.4382421,2
491.4383421,2
491.52,2
491.54,2
491.625,2
491.6682,2
491.68,2
491.71,2
491.77,2
491.7824,2
491.81701,2
491.852,2
491.86,2
492.17,2
492.19082,2
492.401,2
492.4152,2
492.482421,2
492.49,2
492.67,2
492.770,2
492.78,2
492.782,2
492.9,2
4922,2
492352,2
492705694,2
49270902,2
493.23,2
493036,2
4930556,2
493067,2
4931,2
494.3586,2
494.5115,2
494.5415,2
495.11,2
495.111,2
495.115,2
495.1321,2
495.4,2
495.65,2
495.68,2
495.68242,2
495.683421,2
495.686421,2
495.782421,2
495.95,2
4952,2
496.05,2
496.09,2
496.2205,2
496.24025,2
496.34,2
496.3441,2
496.34907,2
496.35,2
496.372108,2
496.375207,2
496.391,2
496.3923,2
496.3925,2
496.3927,2
496.3928,2
496.39282,2
496.396,2
496.3977,2
496.928342,2
496109,2
4968,2
497.4,2
49704,2
4971,2
4972,2
499.992,2
50,2
500.82,2
500.9098665,2
501.12,2
501.51,2
5011,2
502.3,2
502.855133,2
50413,2
50442,2
5045,2
50461,2
506.52,2
5066,2
507.1273,2
508.09,2
508.092,2
508.41,2
508.52,2
508.54,2
508.98,2
5083,2
509.032,2
509.174927,2
509.409,2
509.40902,2
509.43,2
509.52,2
509.73,2
50904,2
5091767,2
5091822,2
50922,2
5093,2
509357,2
50938,2
509394,2
50941,2
5094209032,2
5095,2
50952,2
50971,2
510.07,2
510.2855369,2
510.935,2
510.951,2
511.313,2
511322,2
511352,2
512.02,2
512.53,2
512.72,2
512.943,2
51238,2
51249,2
513.01,2
513.09,2
513.6,2
513.82,2
513.93,2
51363,2
514.0212,2
514.24,2
514.5,2
514.6,2
514.742,2
51443,2
515.0285,2
515.076,2
515.243,2
515.354,2
515.37,2
515.55,2
515.624,2
515.63,2
515.72,2
515.722,2
515.78,2
515.782,2
515.98,2
5152433,2
5153,2
515642,2
516.00285,2
516.04,2
516.1,2
516.15,2
516.204,2
516.23,2
516.59,2
5162,2
516352,2
517.083,2
517.352,2
517.381,2
517.51,2
517.81,2
517.88,2
517355,2
518.25,2
518.3,2
519.0212,2
519.1083,2
519.502461,2
519.5028553,2
519.503,2
519.50711,2
519.52,2
519.53,2
519.534,2
519.53502855369,2
519.602,2
519.93,2
51922,2
519233,2
51952,2
519542,2
520.3,2
520.91767,2
520.924,2
520.935,2
520.94,2
52094709045,2
522.682,2
5224,2
523.019,2
523.02,2
523.05,2
523.11,2
523.112,2
523.38,2
523.43,2
523.82,2
5255,2
526.09,2
526.092,2
526.0942,2
526.0947,2
5284,2
5292,2
5293,2
5297,2
530.08,2
530.144,2
530.1595,2
530.16,2
530.285,2
530.3,2
530.42,2
530.7,2
530.72,2
530.81,2
531.017,2
531.11,2
531.34,2
531.383,2
531.54,2
531.64,2
5316,2
532.052,2
532.54,2
532.58,2
533.5,2
533.6,2
534.23,2
535.1,2
535.601,2
535.66,2
535.84083,2
535.844,2
536.25,2
536.33,2
536.56,2
536.7011,2
5362,2
537.54,2
5373,2
538.72,2
538.767,2
539.3,2
539.7082,2
539.7083,2
539.72108,2
539.7215,2
539.7216,2
539.778,2
540.4,2
540.5,2
540.71,2
540.76,2
540.92,2
5406,2
54080868,2
5409113,2
54092,2
541.1452,2
541.24,2
541.280151,2
541.342,2
541.388,2
541.6083,2
54111,2
542.2,2
542.4,2
542.7,2
543.072,2
543.08,2
543.088,2
543.4,2
543.5,2
543.544,2
543.56,2
543.65,2
543088,2
544.3,2
544.4,2
544.60835,2
545.1,2
545.33,2
545.5,2
545.7,2
546.014,2
546.0202,2
546.43,2
546.54,2
546.7,2
546.721,2
546.9,2
54678,2
547.06,2
547.08,2
547.12,2
547.1223,2
547.1224,2
547.134,2
547.137,2
547.1393,2
547.23,2
547.25,2
547.3483,2
547.47,2
547.611,2
547.7046,2
547.71,2
547.78,2
547.782,2
547.86,2
548.84,2
548.9,2
549.114,2
549.12,2
549.125,2
549.65,2
549.78,2
5491,2
550.2,2
550.222,2
550.92,2
5508,2
55087,2
550924,2
551.078,2
551.16,2
551.305,2
551.312,2
551.37,2
551.4028,2
551.40973,2
551.42,2
551.457,2
551.4630151,2
551.465,2
551.483,2
551.503,2
551.5072,2
551.5113,2
551.5142,2
551.518,2
551.55,2
551.565,2
551.572,2
551.577,2
551.601,2
551.634,2
551.69,2
551.6914,2
551.69182,2
551.6946,2
551.6966,2
551.6998,2
551.74,2
551.78094,2
551.791,2
551.96,2
55103,2
55133,2
552.06,2
552.2,2
552.58,2
5526,2
553.6012,2
5533,2
5535,2
554.32,2
554.39,2
554.427,2
554.897,2
555.1,2
555.3,2
555.353,2
556.4,2
556.5,2
556.6,2
556.7,2
556.75,2
556.76,2
557.2,2
557.76,2
557.91,2
557.94,2
557248,2
558.66,2
558.8,2
560.41,2
560.45,2
560.937,2
560.942,2
560.9493,2
5606,2
561.1,2
5612,2
563.1,2
56682,2
568.2,2
569.8,2
570.113,2
570.15,2
570.71,2
570.92,2
5701,2
571.06,2
571.25,2
571.43,2
571.45,2
571.62,2
571.657,2
571.682,2
571.72,2
571.74,2
571.742,2
571.76,2
571.77,2
571.86,2
571.909492,2
571.94,2
571.95,2
5715,2
5717,2
572.02,2
572.03,2
572.08,2
572.2,2
572.43,2
572.5,2
572.704,2
572.86072,2
572.88,2
572.8845,2
572.891,2
572.9624,2
572.9626,2
572.963,2
572.964,2
572.9664,2
572.96677,2
572.9678,2
572.96894,2
572.96897,2
572.9691,2
572.99,2
572.996,2
57204,2
573.1,2
574.012,2
574.014,2
574.0153,2
574.0182,2
574.028,2
574.05,2
574.078,2
574.08,2
574.082,2
574.083,2
574.084,2
574.19072,2
574.19205,2
574.19208,2
574.19285,2
574.194,2
574.28,2
574.29,2
574.503,2
574.5097,2
574.520942,2
574.526420913,2
574.54,2
574.55,2
574.95,2
574.951,2
574.96,2
574.969,2
574.994,2
574.998,2
575.04,2
575.1018,2
575.1081,2
575.109,2
575.54,2
57565,2
57585,2
576.1192,2
576.15,2
576.192,2
576.509,2
576.5092,2
576.648208,2
576.8071,2
576.809,2
576.82092,2
576.88,2
577.21,2
577.82,2
577.88,2
578.012,2
578.45,2
579.072,2
579.177,2
579.3165,2
579.49,2
579.59,2
579.6094,2
579.81760993,2
579.81776,2
579.85,2
580.1,2
580.14,2
580.74,2
580.84,2
5804594,2
581.03,2
581.12,2
581.1341,2
581.1582,2
581.194,2
581.333,2
581.46,2
581.467,2
581.4986,2
581.5264,2
581.5265,2
581.61,2
581.70285,2
581.943,2
581.9494,2
581.954,2
581.96,2
581.967,2
581.9675,2
581.995,2
5811,2
582.095694,2
582.1609595,2
582.1609931,2
583.044,2
583.471,2
583.99,2
5835,2
585.2,2
58709,2
589.203,2
589.222,2
589.29,2
589.39493,2
589.3994,2
589.90012,2
589.9072,2
59.8,2
590.1,2
590.14,2
590.724,2
590.74,2
590.9,2
59044242,2
591.14,2
591.188,2
591.191,2
591.35,2
591.4072,2
591.5018,2
591.503,2
591.5264,2
591.53,2
591.57,2
591.6,2
591.75,2
591.82084,2
591.94,2
591.96,2
592.092,2
593.6,2
593.8,2
594.4,2
595.122,2
595.16,2
595.182,2
595.42,2
595.6,2
595.7052,2
595.7097,2
595.726,2
595.734,2
595.74,2
595.75,2
595.752,2
595.771,2
595.796,2
596.04,2
596.048,2
597.0968,2
597.3,2
597.95,2
598.07,2
598.07234,2
598.11,2
598.12,2
598.13,2
598.203,2
598.21,2
598.25,2
598.2973,2
598.91,2
5988,2
599.016,2
599.018,2
599.03,2
599.05,2
599.056,2
599.087,2
599.0964,2
599.098,2
599.138,2
599.156,2
599.2,2
599.6,2
599.64,2
599.72,2
599.745,2
599.773,2
599.943,2
599.97,2
6025,2
60285,2
604.7,2
60472,2
6062,2
6066,2
607.1,2
607.2,2
6071,2
6072,2
607545,2
607548,2
60756,2
607561,2
60835,2
609.2,2
609.4,2
609.51,2
60904,2
609112,2
6091732,2
6093552,2
609356,2
6093587393,2
60940903,2
60944,2
60979494,2
60998,2
610.153,2
610.73072,2
610.81,2
610.94,2
610.941,2
610.944,2
610.9492,2
610.954,2
610.968,2
61004,2
61004165,2
6102504,2
611.0092,2
611.0139,2
611.0181028,2
611.6,2
61163,2
612.11822,2
612.357,2
612.492,2
612.5,2
612.67082,2
612.7661,2
612.80285,2
612.808,2
612.816,2
612.8217,2
612.8232,2
612.825,2
612.84,2
612.846,2
612.88,2
613.019,2
613.2024796,2
613.26,2
613.69,2
613.7042,2
613.714,2
613.9071,2
6135,2
61350952135,2
614.13,2
614.35,2
614.44,2
614.49,2
614.512,2
614.521,2
614.532,2
614.542,2
614.5732,2
614.5996,2
614.86021,2
615.03,2
615.072,2
615.109,2
615.1356,2
615.1901,2
615.318,2
615.321,2
615.3292411,2
615.704,2
615.718,2
615.78,2
615.822,2
615.845,2
615.8515,2
615.88,2
615.942,2
615.954,2
616.02774,2
616.02774092,2
616.043,2
616.044,2
616.07076,2
616.075722,2
616.07583,2
616.076,2
616.078,2
616.128,2
616.13,2
616.203,2
616.203019,2
616.209,2
616.24,2
616.33,2
616.34,2
616.44,2
616.46,2
616.507,2
616.65,2
616.69,2
616.8043,2
616.80475,2
616.8047547,2
616.831,2
616.842,2
616.8491,2
616.8521,2
616.85212,2
616.8553,2
616.8584,2
616.87,2
616.89009,2
616.890092,2
616.8907,2
616.891425,2
616.89152,2
616.8916,2
616.9362,2
616.951,2
616.980,2
616.9803,2
616.991,2
616.99400721,2
616.99407,2
617.0076,2
617.03,2
617.0757,2
617.087,2
617.092,2
617.18,2
617.41,2
617.413,2
617.48,2
617.510754,2
617.52,2
617.522,2
617.54059,2
617.5507548,2
617.585,2
617.611,2
617.612,2
617.621,2
617.64,2
617.73,2
617.91,2
617.93,2
617.964,2
617.96748,2
617.99,2
618.082,2
618.11,2
618.178,2
618.200222,2
618.2009,2
618.21,2
618.24,2
618.39,2
618.86,2
618.9200019,2
618.9201,2
618.920472,2
618.92836,2
618.928589,2
619.3,2
620.00151535,2
620.001515353,2
620.001518,2
620.0015199,2
620.0042,2
620.0068,2
620.0092,2
620.04,2
620.105,2
620.1120218,2
620.115,2
620.13223,2
620.13617,2
620.16,2
620.1617,2
620.162,2
620.44,2
620.86,2
6203,2
620945632,2
620954,2
620973,2
621.0,2
621.13,2
621.165,2
621.184,2
621.30285,2
621.3092,2
621.310,2
621.312429,2
621.3137,2
621.3191,2
621.343,2
621.345,2
621.365,2
621.3670151,2
621.3678,2
621.3803,2
621.381535,2
621.381537,2
621.381548,2
621.38171,2
621.38195,2
621.38413,2
621.384136,2
621.384152,2
621.3843,2
621.387,2
621.38833,2
621.4023,2
621.436,2
621.4833,2
621.564,2
621.83,2
621.86,2
6215,2
62177336,2
622.1592,2
622.19,2
622.3382,2
622.34,2
623.1937,2
623.441,2
623.451,2
623.452,2
623.809,2
623.823,2
623.888,2
6234,2
624.0155,2
624.1513,2
624.15136,2
624.154,2
624.17082,2
624.1709,2
624.1771,2
624.18,2
624.5,2
6242,2
6245632,2
625.72,2
625.85,2
627.042,2
627.072,2
627.1,2
627.31,2
628.01,2
628.03,2
628.114,2
628.1622,2
628.167,2
628.54,2
628.8,2
628.92,2
629.130943,2
629.13237,2
629.1324,2
629.13251,2
629.13252,2
629.13256,2
629.13324,2
629.1333,2
629.133352,2
629.13435,2
629.2068,2
629.2222,2
629.227,2
629.283,2
629.4082,2
6292222,2
630.091,2
630.23,2
630.285,2
630.715,2
630.9485,2
630.949509021,2
630.96,2
630.966,2
630.973,2
63009,2
630922,2
631.0913,2
631.0915,2
631.16,2
631.403,2
631.4941,2
631.4968,2
631.522,2
631.810202,2
632.5,2
632.6257,2
632.6513,2
632.65182,2
632.951,2
632.954,2
632.96,2
63209031,2
6321,2
633.74,2
6332,2
634.096,2
634.61,2
634.772,2
634.95,2
634.956,2
635.6,2
635.93,2
635.944,2
635.96,2
635.964,2
635.9672,2
6354,2
636.009,2
636.0835,2
636.086,2
636.087,2
636.0891,2
636.0891018,2
636.08960754,2
636.0896079,2
636.08969,2
636.0897,2
636.0898,2
636.08982,2
636.1009,2
636.1082,2
636.10891,2
636.10896,2
636.208,2
636.20892664,2
636.20896,2
636.2089819,2
636.508,2
636.50896,2
636.596,2
636.59608,2
636.70835,2
636.70891,2
636.7089607543,2
636.708965,2
636.976,2
6375,2
6378,2
639.089,2
639.2021,2
639.209,2
639.22,2
639.34,2
639.4,2
639.58,2
639.978,2
639.99,2
640.7,2
6403,2
64046,2
64094,2
6409983,2
641.12,2
641.59,2
641.5941,2
644,2
6459,2
646.72,2
647.9542,2
648,2
649.122,2
64957,2
650.01,2
650.01513,2
650.03,2
650.07,2
650.07117444,2
650.101,2
650.1082,2
650.11,2
650.12,2
650.7,2
650947,2
651.2,2
651.26,2
651.74,2
652.3,2
652041,2
652042,2
65211,2
652664,2
6526642,2
6526643,2
655.142,2
655.442,2
655.4492,2
655.473,2
6561,2
657.02,2
657.0218,2
657.024,2
657.07,2
657.8,2
657.835,2
657082,2
6578,2
658.0,2
658.0071,2
658.0072,2
658.0076,2
658.041,2
658.046,2
658.072,2
658.082,2
658.1145,2
658.152,2
658.1522,2
658.1599,2
658.300285,2
658.300721,2
658.30089,2
658.300973,2
658.3115,2
658.312404,2
658.31244,2
658.3145,2
658.401,2
658.4032,2
658.4034,2
658.40355,2
658.4095,2
658.422082,2
658.456,2
658.500285,2
658.53,2
658.5421,2
658.56,2
658.575,2
658.787,2
658.8003,2
658.80072,2
658.8072,2
658.8706242,2
658.88,2
658.91,2
6582,2
658209732,2
65887,2
659.11,2
659.111,2
659.19,2
659.202854678,2
660.03,2
660.092,2
660.2804,2
660.2812,2
660.2832,2
660.284292,2
660.29,2
660.2945,2
660.6028,2
660.603,2
660.6094,2
660.76,2
6611,2
662.62,2
664.8,2
664.947,2
66400973,2
665.4,2
666.9,2
668.4234,2
668.8,2
669.00901,2
669.016,2
669.09,2
669.141,2
669.4,2
669.733,2
6692,2
670.427,2
671.0935,2
671.37,2
671.520422,2
672.25,2
672.3,2
674.142,2
675.2,2
6751,2
677.02,2
677.0282,2
677.1,2
677.3121,2
6782,2
679.131,2
680,2
681.25,2
682421,2
68282,2
6841,2
686.20941,2
686.224,2
6862,2
6872,2
688.6,2
688.7,2
68918,2
690.021,2
690.8,2
6900942,2
690973,2
691.2,2
6925,2
693.4,2
693.54,2
693.542,2
693.544,2
693.82,2
697.78,2
697.92,2
6976,2
698,2
699,2
6992,2
699800948,2
700.094,2
700.103,2
700.285,2
700.415,2
700.4561,2
700.462,2
700.8,2
700.845,2
700.94,2
700.942,2
700.944,2
700.96,2
700.968,2
700222,2
70053,2
70094934,2
701.04,2
702.88,2
7022,2
704.942,2
704.9424,2
704.94820945,2
704.948943,2
704.94894309549123,2
704.9491,2
70457,2
7052,2
7054,2
707.449,2
707.9,2
70705,2
7071,2
708.0075,2
708.051,2
708.11,2
708.13,2
708.21,2
708.2574,2
708.355,2
708.436,2
708.8,2
708.94,2
708.9494,2
7083,2
709.0113,2
709.021,2
709.032,2
709.033,2
709.04062,2
709.04075,2
709.042,2
709.046,2
709.050155,2
709.363,2
709.391,2
709.3918,2
709.395,2
709.430904,2
709.436,2
709.440,2
709.4531,2
709.467,2
709.469,2
709.481,2
709.4931,2
709.5209033,2
709.669,2
709.747,2
709.81,2
709021,2
70912,2
709145,2
70915,2
7092,2
70924,2
709353,2
70936,2
70937,2
7093763,2
70940902,2
70952,2
70998,2
71054,2
7109,2
711.0941,2
711.409,2
711.40941,2
711.40945,2
711.40945632,2
711.40973,2
711.55094,2
712.094,2
712.0941,2
712.0945,2
712.09492,2
712.2,2
712.20952,2
71241,2
7134,2
